evidence_id,municipality,field,value,source_name,publisher,source_url,source_type,published_date,confirmed_date,confidence,verification_status,note
D051,うるま市,bpr_department,行政マネジメント課／事務事業イノベーション推進室,各課のご案内,うるま市,https://www.city.uruma.lg.jp/1001004000/contents/863.html,1_自治体公式サイト,不明,2026-09-16,A,検証済（第1回DR）,行政マネジメント課が定員管理・行革を分離所管。第2回DRで令和8年度機構図に事務事業イノベーション推進室を確認
D052,石垣市,dx_department,企画部 DX推進課,令和8年度組織機構図,石垣市,https://www.city.ishigaki.okinawa.jp/soshiki/index.html,3_組織機構図,2026-06-25,2026-09-16,A,検証済（第1回DR）,企画部内にDX推進課を確認（旧DX課）。ただし機構図に人数記載なしを第2回DRで確認
D053,石垣市,dx_plan,石垣市デジタル化推進計画（令和4年4月）,石垣市デジタル化推進計画,石垣市,https://www.city.ishigaki.okinawa.jp/material/files/group/1/dx_plan.pdf,2_DX推進計画,2022-04,2026-09-16,A,検証済（第1回DR）,企画部DX課名義で策定。計画期間は未確認のためI-2（現行性）は未確認
D054,糸満市,dx_plan,糸満市ＤＸ推進方針,糸満市ＤＸ推進方針,糸満市,https://www.city.itoman.lg.jp/soshiki/8/22449.html,2_DX推進計画,不明,2026-09-16,A,検証済（第1回DR）,企画部情報政策課が策定・公表。I-1満点の根拠
D055,名護市,bpr_department,総務部 業務改善推進室,業務改善推進室,名護市,https://www.city.nago.okinawa.jp/soshiki/soumubu/gyoumukaizensuishin/,1_自治体公式サイト,不明,2026-09-16,B,検証済（第1回DR）,業務改善・庁内DX推進・個人番号制度総括を所掌。配置人数は未公表（内線番号は人数根拠に採用しない）
D056,沖縄市,dx_department,DX戦略室（DX推進課／情報システム課）,組織一覧,沖縄市,https://www.city.okinawa.okinawa.jp/k010-003/shiseijouhou/gaiyou/soshikiannai/organize/index.html,3_組織機構図,不明,2026-09-16,A,検証済（第1回DR）,DX推進と情報システム運用を組織的に分離。第2回DRで令和8年度組織図に人数記載なしを確認
D057,南城市,dx_org_established,2022-04-01,《令和4年4月より》DX推進課の新設,南城市,https://www.city.nanjo.okinawa.jp/shisei/gyoukaku/1648425409/1648424956/,1_自治体公式サイト,2022-04,2026-09-16,A,検証済（第1回DR）,基幹システム・ネットワーク・DX推進・マイナンバーを一課で所管（情報システム運用一体型）
D060,石垣市,課別職員数（自治体資料）,記載なし（確認済）,令和8年度組織機構図,石垣市,https://www.city.ishigaki.okinawa.jp/material/files/group/4/R8d_ippan_yosan.pdf,3_組織機構図,不明,2026-09-16,A,検証済（第2回DR・本文確認）,当該機構図の本文に課・係別の人数記載が無いことを確認した。未調査ではない。過年度版からの転用・推計は行わない
D061,沖縄市,課別職員数（自治体資料）,記載なし（確認済）,令和8年度沖縄市組織図,沖縄市,https://www.city.okinawa.okinawa.jp/documents/1742/r08soshikizu.pdf,3_組織機構図,不明,2026-09-16,A,検証済（第2回DR・本文確認）,当該機構図の本文に課・係別の人数記載が無いことを確認した。未調査ではない。過年度版からの転用・推計は行わない
D062,豊見城市,課別職員数（自治体資料）,記載なし（確認済）,令和8年度豊見城市行政機構,豊見城市,https://www.city.tomigusuku.lg.jp/material/files/group/4/R80401-gyouseikikou.pdf,3_組織機構図,不明,2026-09-16,A,検証済（第2回DR・本文確認）,当該機構図の本文に課・係別の人数記載が無いことを確認した。未調査ではない。過年度版からの転用・推計は行わない
D063,宮古島市,課別職員数（自治体資料）,記載なし（確認済）,令和8年度宮古島市行政機構図,宮古島市,https://www.city.miyakojima.lg.jp/soshiki/files/R8kikouzu.pdf,3_組織機構図,不明,2026-09-16,A,検証済（第2回DR・本文確認）,当該機構図の本文に課・係別の人数記載が無いことを確認した。未調査ではない。過年度版からの転用・推計は行わない
D064,南城市,課別職員数（自治体資料）,記載なし（確認済）,南城市組織図,南城市,https://www.city.nanjo.okinawa.jp/userfiles/files/R6soshiki_1.pdf,3_組織機構図,不明,2026-09-16,A,検証済（第2回DR・本文確認）,当該機構図の本文に課・係別の人数記載が無いことを確認した。未調査ではない。過年度版からの転用・推計は行わない
